Column1,Column2
"Maybe we don’t have a Perfect Relationship. We fought, argue, cry, commit mistakes. But we have Similarities, we’re both Love each other.",happy
"Texting is fine, calling is okay. But being with you is the best.",happy
True Love = No doubts + No jealousy + No worries then life is good.,happy
"I'm not ignoring you, I'm just waiting for you to talk to me first.",happy
"My ""last seen at"" was just to check your ""last seen at"".",happy
"I need someone who will actually stand by my side, no matter what mood i am in .",happy
why jump into a reationship if your clearly not over the last one? thats not fair to the other person,happy
I enjoy every moment I spend with you.,happy
"Love when you're ready, not when you are alone.",happy
I want someone who comes into my life by accident and stays on purpose.,happy
"My mom told me angels are in heaven, so why is she on Earth?",happy
Relationship starts with can we talk and ends with we need to talk.,happy
We all want someone who is scared to lose us and would do anything to keep us. ♥,happy
"If my love for you is a crime, I want to be the most wanted criminal.",happy
"""There are Billions of people in this World But Sometimes you really need just One.""",happy
Listen to my little heart. It always says your name with every heartbeat.,happy
"Love isn't complicated, people are.",happy
In life I need only you!,happy
"I don't need geography, you are my world. ♥",happy
"Accept me at my strongest, support me at my weakest",happy
Love is The Greatest Refreshment in Life.,happy
A real man can't stand seeing his woman hurt. He is careful with his decisions and actions so he never have to be responsible for her pain.,happy
I Love U Dear With Every Beat Of My Heart.,happy
Your heart and mine are forever one.,happy
The best feeling is that first kiss.,happy
True love is when the only thing that makes you cry is seeing the one you care about unhappy.,happy
love me less but love me long...,happy
"Dont promise me the moon or the stars, just promise you will stay under them with me forever.",happy
"Fire is like love, it keeps you warm but sometimes you'll get burned.",happy
"We all have that one person that we will always have feelings for no matter what.
Just one look and it takes you right back to those memories.",happy
"Sometimes i pretend that i dont care. But really, i care more than anyone else ever will.",happy
"His story is History, My Story is Mystery.",happy
"Love is a bird, let it fly.",happy
"Sometimes, I do want a romantic relationship like in the movies.",happy
True love doesn’t mean being inseparable; it means being separated and nothing changes.,happy
Typing a huge Paragraph with your true feelings but then erasing it and typing .. yeah ..,happy
The best relationship is when you can lay next to each other and just talk about anything and everything.,happy
"Love is not about how much you say ""i love you"" but how much you can prove that it's true.",happy
Love Is Blind But Beautiful,happy
"""Sometimes we don't know if some1 really have feelings for us, Or if it's all just a game""",happy
A relationship where you can act like complete idiots together is the sweetest thing ever.,happy
Wait for the boy that would do anything to be your everything,happy
Laughing while kissing means I am completely comfortable with you.,happy
You can’t be just friends with someone you’re madly in love with,happy
I Don't Ask For Much Because With You I Have Everything.,happy
"The hardest part of acting like you don’t care, is knowing how much you actually do.",happy
True Love Has a Habbit of coming Back.,happy
All I need is your love.,happy
Love is master key of opening a gate of happiness.,happy
"I can live without money, but I cannot live without Love.",happy
I need you like a heart needs a beat.,happy
Love is so strange.. sometimes it becomes reason to live life..!! and sometimes it becomes reason to leave life.. ..!!,happy
Best feeling comes when you get text from the person you were thinking about. ♥,happy
"I think i love you, but don't even know you.",happy
Relationships fail because girls love too much and the boys love too many.,happy
"I still care, that ‘s the problem",happy
"Some love one, some love two. I love one that is you.",happy
God asks only that you include yourself among those you love.,happy
I think the perfect hugs are when someone hugs me without me asking.,happy
"The shortest word for me is ""I""... The sweetest word for me is ""Love""... The only word for me is ""You""...",happy
The best feeling is when you look at the one you love and they’re already looking at you.,happy
"One love, one heart, one destiny.",happy
"If we kiss , i'm biting your lip ♥",happy
True love does not tolerate outsiders,happy
Don’t play with someone’s heart if you have no intention for a SERIOUS RELATIONSHIP .,happy
LoVe ThE oNe WhO LoVeS YoU..... nOt ThE oNe WhOm YoU LoVe.,happy
We fall in love by chance. We stay in love by choice.,happy
You're like a drug that's killing me.,happy
"Without trust you don't have a relationship, just two friends who act like lovers.",happy
With You It's Different.,happy
I'm not her first but I will do anything to be her last. She is my one and only.,happy
"Dont promise me the moon or the stars, just promise you will stay under them with me forever.",happy
I admit that i get Jealous when you’re talking to someone else instead of me.,happy
Every relationship has its problems. But what makes it perfect is when you still want to be there when everything sucks!,happy
